"INDEX","KEYVALUE.x","LABEL.x","RED.x","GREEN.x","BLUE.x","ALPHA.x","HEMISPHERE.x","NETWORK.x","NETWORKKEY.x","NETWORKSORTEDORDER.x","GLASSERLABELNAME.x","KEYVALUE.y","LABEL.y","RED.y","GREEN.y","BLUE.y","ALPHA.y","HEMISPHERE.y","NETWORK.y","NETWORKKEY.y","NETWORKSORTEDORDER.y","GLASSERLABELNAME.y","netho_diff_beta","netho_diff_t","netho_diff_para_p","netho_diff_para_q","netho_diff_beta_parasig","parcel_hc_mean","parcel_hc_sd","parcel_pt_mean","parcel_pt_sd"
253,253,"Frontoparietal-07_R-Ctx",255,255,0,255,"R","Frontoparietal",7,427,"R_8C_ROI",253,"Frontoparietal-07_R-Ctx",255,255,0,255,"R","Frontoparietal",7,427,"R_8C_ROI",-0.318971336086716,-2.74332127862164,0.00646220975022916,0.059922308593034,NA,0.444348166619347,0.155159094392513,0.388017217380418,0.146328373592373
254,254,"Frontoparietal-08_R-Ctx",255,255,0,255,"R","Frontoparietal",7,428,"R_44_ROI",254,"Frontoparietal-08_R-Ctx",255,255,0,255,"R","Frontoparietal",7,428,"R_44_ROI",-0.121496938618146,-0.997517193205701,0.319347998459496,0.615693181097472,NA,0.482592298327883,0.149185773317147,0.464324283242681,0.154048501492306
255,255,"Language-03_R-Ctx",0,155,155,255,"R","Language",6,378,"R_45_ROI",255,"Language-03_R-Ctx",0,155,155,255,"R","Language",6,378,"R_45_ROI",-0.22253655229463,-1.93171018074452,0.0543727869205162,0.220580510575276,NA,0.479405939803548,0.164676749674587,0.439305178642967,0.153887831417795
256,256,"Default-17_R-Ctx",255,0,0,255,"R","Default",9,599,"R_47l_ROI",256,"Default-17_R-Ctx",255,0,0,255,"R","Default",9,599,"R_47l_ROI",-0.0920072578564996,-0.797760950111217,0.425664219952154,0.707074348567693,NA,0.434517374877431,0.167331274130182,0.412470200922256,0.159912755958179
257,257,"Frontoparietal-09_R-Ctx",255,255,0,255,"R","Frontoparietal",7,429,"R_a47r_ROI",257,"Frontoparietal-09_R-Ctx",255,255,0,255,"R","Frontoparietal",7,429,"R_a47r_ROI",-0.213171940095509,-1.6685477439818,0.0962900209134425,0.301098678762102,NA,0.373976522587654,0.138096620623783,0.332535413543536,0.161794003974213
258,258,"Cingulo-Opercular-12_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,256,"R_6r_ROI",258,"Cingulo-Opercular-12_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,256,"R_6r_ROI",-0.579173028863033,-5.59002740994054,5.25365451699203e-08,1.2503697750441e-05,-0.579173028863033,0.552163148151344,0.1710653048419,0.449843159037504,0.124820440649647
259,259,"Language-04_R-Ctx",0,155,155,255,"R","Language",6,379,"R_IFJa_ROI",259,"Language-04_R-Ctx",0,155,155,255,"R","Language",6,379,"R_IFJa_ROI",-0.036314347201103,-0.30401298500137,0.761336771342707,0.92664659644671,NA,0.684796956830868,0.198648449172034,0.672377617295678,0.194381213837042
260,260,"Frontoparietal-10_R-Ctx",255,255,0,255,"R","Frontoparietal",7,430,"R_IFJp_ROI",260,"Frontoparietal-10_R-Ctx",255,255,0,255,"R","Frontoparietal",7,430,"R_IFJp_ROI",-0.240122315938441,-2.07380216990408,0.0389831934486889,0.194643357499048,NA,0.920803769349159,0.243879626074532,0.846891239638077,0.231591865022192
261,261,"Frontoparietal-11_R-Ctx",255,255,0,255,"R","Frontoparietal",7,431,"R_IFSp_ROI",261,"Frontoparietal-11_R-Ctx",255,255,0,255,"R","Frontoparietal",7,431,"R_IFSp_ROI",-0.327536760998501,-2.8011035000402,0.00543646680334065,0.0542942124207952,NA,0.598610833018836,0.179238897310741,0.535915597448607,0.172753377503806
262,262,"Cingulo-Opercular-13_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,257,"R_IFSa_ROI",262,"Cingulo-Opercular-13_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,257,"R_IFSa_ROI",-0.363851610924995,-3.21945733971804,0.00143068666644497,0.0232161427236751,-0.363851610924995,0.530278991611471,0.18004315464464,0.459954834694788,0.159017297327867
263,263,"Frontoparietal-12_R-Ctx",255,255,0,255,"R","Frontoparietal",7,432,"R_p9-46v_ROI",263,"Frontoparietal-12_R-Ctx",255,255,0,255,"R","Frontoparietal",7,432,"R_p9-46v_ROI",-0.342069825742761,-2.97079777676992,0.00321973419767075,0.0396360382264985,-0.342069825742761,0.485787691601964,0.163665691563317,0.421244152784473,0.152619713588461
264,264,"Cingulo-Opercular-14_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,258,"R_46_ROI",264,"Cingulo-Opercular-14_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,258,"R_46_ROI",-0.313068547864213,-2.90113305542713,0.00400391937355203,0.0457008752750903,-0.313068547864213,0.410414955403399,0.152534439014978,0.35587162643662,0.126566676626918
265,265,"Frontoparietal-13_R-Ctx",255,255,0,255,"R","Frontoparietal",7,433,"R_a9-46v_ROI",265,"Frontoparietal-13_R-Ctx",255,255,0,255,"R","Frontoparietal",7,433,"R_a9-46v_ROI",-0.170589269699587,-1.3617526832248,0.174336523537534,0.425613592267078,NA,0.580995700954319,0.183489259240878,0.542896834303412,0.203986988517305
266,266,"Cingulo-Opercular-15_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,259,"R_9-46d_ROI",266,"Cingulo-Opercular-15_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,259,"R_9-46d_ROI",-0.208528894370609,-1.73406504408038,0.0839729123221988,0.283612233732916,NA,0.416765249693697,0.139443108088318,0.385573731934759,0.138475564469623
267,267,"Default-18_R-Ctx",255,0,0,255,"R","Default",9,600,"R_9a_ROI",267,"Default-18_R-Ctx",255,0,0,255,"R","Default",9,600,"R_9a_ROI",0.0106511593843263,0.0850323083179425,0.932294580996798,0.977471851441577,NA,0.464888992267764,0.15595746581971,0.452531906447978,0.17440656904984
268,268,"Default-19_R-Ctx",255,0,0,255,"R","Default",9,601,"R_10v_ROI",268,"Default-19_R-Ctx",255,0,0,255,"R","Default",9,601,"R_10v_ROI",-0.153084889647742,-1.13173214632847,0.258685249969913,0.540072583167145,NA,0.441994500923789,0.158559810648106,0.410974964838236,0.192705230066906
269,269,"Frontoparietal-14_R-Ctx",255,255,0,255,"R","Frontoparietal",7,434,"R_a10p_ROI",269,"Frontoparietal-14_R-Ctx",255,255,0,255,"R","Frontoparietal",7,434,"R_a10p_ROI",0.0153792212578274,0.126995677778437,0.899032132889753,0.962699735600162,NA,0.570899143321691,0.235999065135836,0.559652512882177,0.249158678274729
270,270,"Default-20_R-Ctx",255,0,0,255,"R","Default",9,602,"R_10pp_ROI",270,"Default-20_R-Ctx",255,0,0,255,"R","Default",9,602,"R_10pp_ROI",0.173245276335032,1.32826918329664,0.185137174224211,0.442002851727512,NA,0.35660566605438,0.170325322267692,0.386726088750178,0.196688303567154
271,271,"Frontoparietal-15_R-Ctx",255,255,0,255,"R","Frontoparietal",7,435,"R_11l_ROI",271,"Frontoparietal-15_R-Ctx",255,255,0,255,"R","Frontoparietal",7,435,"R_11l_ROI",0.00955058402872429,0.0758659084708742,0.93957827043401,0.977936600165902,NA,0.350971128663368,0.12890553294442,0.344368567990525,0.141298844271894
272,272,"Frontoparietal-16_R-Ctx",255,255,0,255,"R","Frontoparietal",7,436,"R_13l_ROI",272,"Frontoparietal-16_R-Ctx",255,255,0,255,"R","Frontoparietal",7,436,"R_13l_ROI",-0.297688375087101,-2.48217822312352,0.0136262459879714,0.101345204535538,NA,0.54733591283136,0.18592156636571,0.492415563410444,0.183633428595326
273,273,"Frontoparietal-17_R-Ctx",255,255,0,255,"R","Frontoparietal",7,437,"R_OFC_ROI",273,"Frontoparietal-17_R-Ctx",255,255,0,255,"R","Frontoparietal",7,437,"R_OFC_ROI",0.00261384505338501,0.0219766152574429,0.982481774936434,0.987066759812698,NA,0.17891911524091,0.0927716462170735,0.182146109262065,0.093089477756104
274,274,"Default-21_R-Ctx",255,0,0,255,"R","Default",9,603,"R_47s_ROI",274,"Default-21_R-Ctx",255,0,0,255,"R","Default",9,603,"R_47s_ROI",-0.0805080885840757,-0.657180790663268,0.511587697584134,0.773884779820067,NA,0.334887143721213,0.117413879757606,0.32305231896632,0.120134132572747
275,275,"Dorsal-Attention-03_R-Ctx",0,255,0,255,"R","Dorsal-Attention",5,329,"R_LIPd_ROI",275,"Dorsal-Attention-03_R-Ctx",0,255,0,255,"R","Dorsal-Attention",5,329,"R_LIPd_ROI",-0.00531154738321716,-0.0409302779390337,0.967379741250676,0.983916147084021,NA,0.919352292512248,0.235827017775705,0.90018441217437,0.274756827925101
276,276,"Dorsal-Attention-04_R-Ctx",0,255,0,255,"R","Dorsal-Attention",5,330,"R_6a_ROI",276,"Dorsal-Attention-04_R-Ctx",0,255,0,255,"R","Dorsal-Attention",5,330,"R_6a_ROI",-0.0265299139805388,-0.226457081615195,0.821006023033318,0.934925519052295,NA,0.436832008569341,0.154112182804171,0.426889028898437,0.145942005369566
277,277,"Frontoparietal-18_R-Ctx",255,255,0,255,"R","Frontoparietal",7,438,"R_i6-8_ROI",277,"Frontoparietal-18_R-Ctx",255,255,0,255,"R","Frontoparietal",7,438,"R_i6-8_ROI",-0.187467299395715,-1.56685725320249,0.118242322569565,0.332448210102916,NA,0.577479096308351,0.174989339160465,0.534148127434225,0.175225552469901
278,278,"Frontoparietal-19_R-Ctx",255,255,0,255,"R","Frontoparietal",7,439,"R_s6-8_ROI",278,"Frontoparietal-19_R-Ctx",255,255,0,255,"R","Frontoparietal",7,439,"R_s6-8_ROI",-0.0598601760034631,-0.486472680542115,0.627000767773631,0.862579090925573,NA,0.521965806056752,0.17264074014208,0.500983537620013,0.182435572248355
279,279,"Cingulo-Opercular-16_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,260,"R_43_ROI",279,"Cingulo-Opercular-16_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,260,"R_43_ROI",-0.0630319631498765,-0.523244343865413,0.601205178865449,0.845000979743957,NA,0.547030200293436,0.177801620304688,0.524516745817986,0.18394387232548
280,280,"Somatomotor-15_R-Ctx",0,255,255,255,"R","Somatomotor",3,186,"R_OP4_ROI",280,"Somatomotor-15_R-Ctx",0,255,255,255,"R","Somatomotor",3,186,"R_OP4_ROI",-0.153320857977355,-1.34511350599439,0.17964313720617,0.431869360152207,NA,0.502889631914602,0.142369987953982,0.466079886099331,0.140297241617678
281,281,"Somatomotor-16_R-Ctx",0,255,255,255,"R","Somatomotor",3,187,"R_OP1_ROI",281,"Somatomotor-16_R-Ctx",0,255,255,255,"R","Somatomotor",3,187,"R_OP1_ROI",-0.0240929402383216,-0.194837896059447,0.845656752880308,0.941948820241306,NA,0.700720923594079,0.191685990037565,0.694179594972346,0.206837822041106
282,282,"Somatomotor-17_R-Ctx",0,255,255,255,"R","Somatomotor",3,188,"R_OP2-3_ROI",282,"Somatomotor-17_R-Ctx",0,255,255,255,"R","Somatomotor",3,188,"R_OP2-3_ROI",0.115479612899881,0.854480415078069,0.39354661254595,0.673842401337669,NA,0.769961401447656,0.178123104047787,0.777955801213728,0.216962981083629
283,283,"Auditory-02_R-Ctx",250,62,251,255,"R","Auditory",8,506,"R_52_ROI",283,"Auditory-02_R-Ctx",250,62,251,255,"R","Auditory",8,506,"R_52_ROI",-0.0293613216923536,-0.254388854145303,0.799376071003651,0.928056121457897,NA,0.721777942151396,0.20748693942925,0.71716541438784,0.190821950770904
284,284,"Somatomotor-18_R-Ctx",0,255,255,255,"R","Somatomotor",3,189,"R_RI_ROI",284,"Somatomotor-18_R-Ctx",0,255,255,255,"R","Somatomotor",3,189,"R_RI_ROI",0.0858096715122239,0.697257937249051,0.486201903860919,0.757423163675516,NA,0.506487058086858,0.145424053114272,0.513799571053817,0.154856530264943
285,285,"Cingulo-Opercular-17_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,261,"R_PFcm_ROI",285,"Cingulo-Opercular-17_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,261,"R_PFcm_ROI",-0.186730161712038,-1.64418070716301,0.101226205599028,0.30240799496948,NA,0.646855648584222,0.182741989170152,0.603473580018638,0.165407872677132
286,286,"Cingulo-Opercular-18_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,262,"R_PoI2_ROI",286,"Cingulo-Opercular-18_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,262,"R_PoI2_ROI",0.0442186623793814,0.378117526337273,0.705620868397324,0.900852832287355,NA,0.506478411322165,0.160083246893197,0.504951566783985,0.161160257112258
287,287,"Auditory-03_R-Ctx",250,62,251,255,"R","Auditory",8,507,"R_TA2_ROI",287,"Auditory-03_R-Ctx",250,62,251,255,"R","Auditory",8,507,"R_TA2_ROI",-0.105383672768617,-0.896915205701592,0.370510695811457,0.656755218338072,NA,0.415355580334558,0.144831051094799,0.398929376524794,0.139610429119199
288,288,"Cingulo-Opercular-19_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,263,"R_FOP4_ROI",288,"Cingulo-Opercular-19_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,263,"R_FOP4_ROI",-0.233437395466524,-2.04449207127224,0.0418108988608834,0.197759028018825,NA,0.655162416519031,0.192279582933392,0.602981186888297,0.17316223657747
289,289,"Cingulo-Opercular-20_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,264,"R_MI_ROI",289,"Cingulo-Opercular-20_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,264,"R_MI_ROI",-0.367620747564973,-3.10597502304145,0.00208494933452696,0.0286279581702355,-0.367620747564973,0.621414905291924,0.1686409564003,0.554330089278489,0.163159198739268
290,290,"Orbito-Affective-01_R-Ctx",65,125,0,168,"R","Orbito-Affective",12,699,"R_Pir_ROI",290,"Orbito-Affective-01_R-Ctx",65,125,0,168,"R","Orbito-Affective",12,699,"R_Pir_ROI",0.221771767161941,1.57488278046463,0.116377538725505,0.332374250600042,NA,0.43789680516373,0.120078999847636,0.462891678512505,0.15556212918047
291,291,"Frontoparietal-20_R-Ctx",255,255,0,255,"R","Frontoparietal",7,440,"R_AVI_ROI",291,"Frontoparietal-20_R-Ctx",255,255,0,255,"R","Frontoparietal",7,440,"R_AVI_ROI",-0.374463355800175,-3.43574761756287,0.000677594159533187,0.0150163850586585,-0.374463355800175,0.538944828878635,0.173658779240925,0.476057405498352,0.143831123959451
292,292,"Orbito-Affective-02_R-Ctx",65,125,0,168,"R","Orbito-Affective",12,700,"R_AAIC_ROI",292,"Orbito-Affective-02_R-Ctx",65,125,0,168,"R","Orbito-Affective",12,700,"R_AAIC_ROI",-0.0554280977114966,-0.405862241844557,0.685144152657679,0.895957738090811,NA,0.529535757189302,0.130920732054427,0.524631636694688,0.161088390263103
293,293,"Cingulo-Opercular-21_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,265,"R_FOP1_ROI",293,"Cingulo-Opercular-21_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,265,"R_FOP1_ROI",-0.193585705876575,-1.65540826970353,0.0989271578997096,0.301098678762102,NA,0.66446720061712,0.200838303349748,0.617047502612062,0.192778870074397
294,294,"Cingulo-Opercular-22_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,266,"R_FOP3_ROI",294,"Cingulo-Opercular-22_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,266,"R_FOP3_ROI",-0.0917865471044883,-0.817075430545957,0.414558372524164,0.702994166521783,NA,0.943659935152345,0.246467466265394,0.910069482855692,0.218313401978139
295,295,"Somatomotor-19_R-Ctx",0,255,255,255,"R","Somatomotor",3,190,"R_FOP2_ROI",295,"Somatomotor-19_R-Ctx",0,255,255,255,"R","Somatomotor",3,190,"R_FOP2_ROI",0.155311783404215,1.29761311558386,0.195455096200525,0.457557176023525,NA,0.761537120106782,0.197274954752948,0.788408822287572,0.201252497636723
296,296,"Dorsal-Attention-05_R-Ctx",0,255,0,255,"R","Dorsal-Attention",5,331,"R_PFt_ROI",296,"Dorsal-Attention-05_R-Ctx",0,255,0,255,"R","Dorsal-Attention",5,331,"R_PFt_ROI",-0.0469236244267619,-0.382762087755827,0.702177533929536,0.899105730298646,NA,0.715506159115497,0.21989624663218,0.69069270737434,0.235008487783495
297,297,"Dorsal-Attention-06_R-Ctx",0,255,0,255,"R","Dorsal-Attention",5,332,"R_AIP_ROI",297,"Dorsal-Attention-06_R-Ctx",0,255,0,255,"R","Dorsal-Attention",5,332,"R_AIP_ROI",-0.336258148161763,-2.91936641021789,0.00378337528583429,0.045022165901428,-0.336258148161763,0.623616061028573,0.181243150745407,0.549577896452898,0.17370387285288
298,298,"Default-22_R-Ctx",255,0,0,255,"R","Default",9,604,"R_EC_ROI",298,"Default-22_R-Ctx",255,0,0,255,"R","Default",9,604,"R_EC_ROI",0.050879975182073,0.376863994672582,0.70655124100969,0.900852832287355,NA,0.29860952290653,0.108094441194392,0.315182962244197,0.136423824654432
299,299,"Default-23_R-Ctx",255,0,0,255,"R","Default",9,605,"R_PreS_ROI",299,"Default-23_R-Ctx",255,0,0,255,"R","Default",9,605,"R_PreS_ROI",-0.349538509425444,-3.29472606117615,0.00110790225518355,0.0208169002684488,-0.349538509425444,0.356077851194474,0.127633217582775,0.310630687864936,0.097950920266627
300,300,"Default-24_R-Ctx",255,0,0,255,"R","Default",9,606,"R_H_ROI",300,"Default-24_R-Ctx",255,0,0,255,"R","Default",9,606,"R_H_ROI",0.090127458806652,0.689911591961685,0.490803410822341,0.760224691440209,NA,0.313825062456938,0.105509186783319,0.323379383983703,0.121269497535923
301,301,"Visual1-02_R-Ctx",0,0,255,255,"R","Visual1",1,5,"R_ProS_ROI",301,"Visual1-02_R-Ctx",0,0,255,255,"R","Visual1",1,5,"R_ProS_ROI",-0.0732038219409864,-0.652597509772662,0.514534544614383,0.77669696586611,NA,0.694418104270604,0.256014942721476,0.671422657005218,0.224326210249117
302,302,"Ventral-Multimodal-01_R-Ctx",255,157,0,255,"R","Ventral-Multimodal",11,690,"R_PeEc_ROI",302,"Ventral-Multimodal-01_R-Ctx",255,157,0,255,"R","Ventral-Multimodal",11,690,"R_PeEc_ROI",0.417832836390397,2.79875777570479,0.00547504663066843,0.0542942124207952,NA,0.194323469296329,0.0859199719409823,0.236012780856141,0.122791844316343
303,303,"Language-05_R-Ctx",0,155,155,255,"R","Language",6,380,"R_STGa_ROI",303,"Language-05_R-Ctx",0,155,155,255,"R","Language",6,380,"R_STGa_ROI",-0.0152641699875808,-0.126927042480237,0.899086407866893,0.962699735600162,NA,0.481858111756511,0.176813592411192,0.478679379854815,0.17914974393473
304,304,"Auditory-04_R-Ctx",250,62,251,255,"R","Auditory",8,508,"R_PBelt_ROI",304,"Auditory-04_R-Ctx",250,62,251,255,"R","Auditory",8,508,"R_PBelt_ROI",-0.0371170466351862,-0.29246665406486,0.770139711088921,0.927803344907461,NA,0.61717178425948,0.179720902560547,0.596344263842705,0.201894894173299
305,305,"Language-06_R-Ctx",0,155,155,255,"R","Language",6,381,"R_A5_ROI",305,"Language-06_R-Ctx",0,155,155,255,"R","Language",6,381,"R_A5_ROI",0.00801858497030476,0.0603569304065783,0.951913077192299,0.977936600165902,NA,0.393662236569302,0.140966155992734,0.389551468747717,0.168227117798414
306,306,"Default-25_R-Ctx",255,0,0,255,"R","Default",9,607,"R_PHA1_ROI",306,"Default-25_R-Ctx",255,0,0,255,"R","Default",9,607,"R_PHA1_ROI",-0.129837058088349,-1.03846022264089,0.299923894462486,0.591562598470207,NA,0.472521821021067,0.138335736467629,0.453115488966542,0.152642275731116
307,307,"Dorsal-Attention-07_R-Ctx",0,255,0,255,"R","Dorsal-Attention",5,333,"R_PHA3_ROI",307,"Dorsal-Attention-07_R-Ctx",0,255,0,255,"R","Dorsal-Attention",5,333,"R_PHA3_ROI",0.0486072339327639,0.399213143489691,0.690031000376726,0.897417366610168,NA,0.599347884332038,0.173820661030976,0.59132870339637,0.188682113156183
308,308,"Default-26_R-Ctx",255,0,0,255,"R","Default",9,608,"R_STSda_ROI",308,"Default-26_R-Ctx",255,0,0,255,"R","Default",9,608,"R_STSda_ROI",0.0453797317308146,0.350255716341872,0.726401934435206,0.908752018845735,NA,0.424394117786844,0.142385515326166,0.427396502901051,0.1688398817664
309,309,"Language-07_R-Ctx",0,155,155,255,"R","Language",6,382,"R_STSdp_ROI",309,"Language-07_R-Ctx",0,155,155,255,"R","Language",6,382,"R_STSdp_ROI",-0.0385919043636641,-0.28591613639186,0.775147185021501,0.927803344907461,NA,0.579071064296788,0.168548115365289,0.567052747839969,0.207228657629036
310,310,"Default-27_R-Ctx",255,0,0,255,"R","Default",9,609,"R_STSvp_ROI",310,"Default-27_R-Ctx",255,0,0,255,"R","Default",9,609,"R_STSvp_ROI",-0.21260915105435,-1.80404984453104,0.0722646242811422,0.260590614831998,NA,0.547948324328247,0.157098948874457,0.500825602299423,0.157390046737973
311,311,"Default-28_R-Ctx",255,0,0,255,"R","Default",9,610,"R_TGd_ROI",311,"Default-28_R-Ctx",255,0,0,255,"R","Default",9,610,"R_TGd_ROI",0.160866555568295,1.23821620476283,0.216640787573966,0.487954329109815,NA,0.218437930640721,0.0970283395020393,0.23427029219977,0.111198504147007
312,312,"Default-29_R-Ctx",255,0,0,255,"R","Default",9,611,"R_TE1a_ROI",312,"Default-29_R-Ctx",255,0,0,255,"R","Default",9,611,"R_TE1a_ROI",0.137255778115228,1.18332276235799,0.237653726753211,0.522106956620901,NA,0.431937548718829,0.198622551596695,0.447660310459543,0.186781092619942
313,313,"Frontoparietal-21_R-Ctx",255,255,0,255,"R","Frontoparietal",7,441,"R_TE1p_ROI",313,"Frontoparietal-21_R-Ctx",255,255,0,255,"R","Frontoparietal",7,441,"R_TE1p_ROI",-0.272940495646484,-2.28899776484076,0.0228007852777537,0.139762248798298,NA,0.380799982290725,0.143641504713524,0.334795008556594,0.141955347708721
314,314,"Default-30_R-Ctx",255,0,0,255,"R","Default",9,612,"R_TE2a_ROI",314,"Default-30_R-Ctx",255,0,0,255,"R","Default",9,612,"R_TE2a_ROI",0.294995482668669,2.35974186049861,0.018952456776862,0.12766088810075,NA,0.227609006058153,0.096053420223266,0.25250005030819,0.10307581917236
315,315,"Ventral-Multimodal-02_R-Ctx",255,157,0,255,"R","Ventral-Multimodal",11,691,"R_TF_ROI",315,"Ventral-Multimodal-02_R-Ctx",255,157,0,255,"R","Ventral-Multimodal",11,691,"R_TF_ROI",-0.0932860069814149,-0.793272935364574,0.428269609999141,0.707074348567693,NA,0.212822884792696,0.0920410153293658,0.207687858795726,0.0875668583499942
316,316,"Dorsal-Attention-08_R-Ctx",0,255,0,255,"R","Dorsal-Attention",5,334,"R_TE2p_ROI",316,"Dorsal-Attention-08_R-Ctx",0,255,0,255,"R","Dorsal-Attention",5,334,"R_TE2p_ROI",0.0082919306199341,0.0638678104245759,0.94911963618389,0.977936600165902,NA,0.346749833205922,0.13165575604597,0.342612450928043,0.150440702566028
317,317,"Dorsal-Attention-09_R-Ctx",0,255,0,255,"R","Dorsal-Attention",5,335,"R_PHT_ROI",317,"Dorsal-Attention-09_R-Ctx",0,255,0,255,"R","Dorsal-Attention",5,335,"R_PHT_ROI",-0.282092080030972,-2.75919639965044,0.00616423946626606,0.0579114076172891,NA,0.529424045405579,0.209730879714303,0.459148445145004,0.156416561131679
318,318,"Visual2-18_R-Ctx",100,0,255,255,"R","Visual2",2,114,"R_PH_ROI",318,"Visual2-18_R-Ctx",100,0,255,255,"R","Visual2",2,114,"R_PH_ROI",-0.10340822262874,-0.9739643685038,0.330888734600243,0.623362945922357,NA,0.532474190172734,0.241033878922862,0.49370833874815,0.190299079459707
319,319,"Language-08_R-Ctx",0,155,155,255,"R","Language",6,383,"R_TPOJ1_ROI",319,"Language-08_R-Ctx",0,155,155,255,"R","Language",6,383,"R_TPOJ1_ROI",-0.0609956278291159,-0.494376130214836,0.621416144521296,0.86164298386881,NA,0.483439021546537,0.158932796637835,0.465628917921816,0.167079213518832
320,320,"Posterior-Multimodal-03_R-Ctx",177,89,40,255,"R","Posterior-Multimodal",10,657,"R_TPOJ2_ROI",320,"Posterior-Multimodal-03_R-Ctx",177,89,40,255,"R","Posterior-Multimodal",10,657,"R_TPOJ2_ROI",0.0687274482532647,0.599361858097002,0.549401178005986,0.797301709545272,NA,0.52688433335248,0.207507293049951,0.532517641592029,0.191712736366874
321,321,"Posterior-Multimodal-04_R-Ctx",177,89,40,255,"R","Posterior-Multimodal",10,658,"R_TPOJ3_ROI",321,"Posterior-Multimodal-04_R-Ctx",177,89,40,255,"R","Posterior-Multimodal",10,658,"R_TPOJ3_ROI",0.0244720961697103,0.189787027812727,0.849609251292932,0.941958082955207,NA,0.664887988404487,0.20180282020143,0.659382107294521,0.231152571861082
322,322,"Visual1-03_R-Ctx",0,0,255,255,"R","Visual1",1,6,"R_DVT_ROI",322,"Visual1-03_R-Ctx",0,0,255,255,"R","Visual1",1,6,"R_DVT_ROI",0.235958333754047,2.04242603365717,0.0420166436907982,0.197759028018825,NA,0.523423850363582,0.174129203001172,0.552773588747102,0.166797664349561
323,323,"Dorsal-Attention-10_R-Ctx",0,255,0,255,"R","Dorsal-Attention",5,336,"R_PGp_ROI",323,"Dorsal-Attention-10_R-Ctx",0,255,0,255,"R","Dorsal-Attention",5,336,"R_PGp_ROI",0.250071672195633,1.81056467383279,0.0712466753599687,0.260133390874942,NA,0.519871482095131,0.150900316494607,0.544615386964677,0.194784114155468
324,324,"Frontoparietal-22_R-Ctx",255,255,0,255,"R","Frontoparietal",7,442,"R_IP2_ROI",324,"Frontoparietal-22_R-Ctx",255,255,0,255,"R","Frontoparietal",7,442,"R_IP2_ROI",-0.778108881417342,-6.61603099035262,1.78563728910994e-10,1.2749450244245e-07,-0.778108881417342,0.757332420750498,0.166066439577969,0.622888151323152,0.160592787359314
325,325,"Frontoparietal-23_R-Ctx",255,255,0,255,"R","Frontoparietal",7,443,"R_IP1_ROI",325,"Frontoparietal-23_R-Ctx",255,255,0,255,"R","Frontoparietal",7,443,"R_IP1_ROI",-0.0696842226403492,-0.601308068622673,0.548106171463088,0.797042375610275,NA,0.72410360926625,0.21322761352191,0.694882284062343,0.202923729262012
