"INDEX","KEYVALUE.x","LABEL.x","RED.x","GREEN.x","BLUE.x","ALPHA.x","HEMISPHERE.x","NETWORK.x","NETWORKKEY.x","NETWORKSORTEDORDER.x","GLASSERLABELNAME.x","KEYVALUE.y","LABEL.y","RED.y","GREEN.y","BLUE.y","ALPHA.y","HEMISPHERE.y","NETWORK.y","NETWORKKEY.y","NETWORKSORTEDORDER.y","GLASSERLABELNAME.y","netho_diff_beta","netho_diff_t","netho_diff_para_p","netho_diff_para_q","netho_diff_beta_parasig","parcel_hc_mean","parcel_hc_sd","parcel_pt_mean","parcel_pt_sd"
180,180,"Cingulo-Opercular-56_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,246,"L_p24_ROI",180,"Cingulo-Opercular-56_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,246,"L_p24_ROI",-0.412937131691877,-3.25845650979836,0.00125390445961938,0.0213205429861665,-0.412937131691877,0.657887439606208,0.175917980120225,0.585341137625971,0.195561522157418
181,181,"Visual1-01_R-Ctx",0,0,255,255,"R","Visual1",1,4,"R_V1_ROI",181,"Visual1-01_R-Ctx",0,0,255,255,"R","Visual1",1,4,"R_V1_ROI",-0.326996396020603,-2.81076834066764,0.00528009908202488,0.0538570106366538,NA,0.387902302109321,0.148439153675951,0.330748227450275,0.145668030527001
182,182,"Visual2-01_R-Ctx",100,0,255,255,"R","Visual2",2,97,"R_MST_ROI",182,"Visual2-01_R-Ctx",100,0,255,255,"R","Visual2",2,97,"R_MST_ROI",-0.0311061944731182,-0.261891632421329,0.793591552272297,0.928056121457897,NA,0.762647519316392,0.244698107625973,0.738686546023427,0.242591446626595
183,183,"Visual2-02_R-Ctx",100,0,255,255,"R","Visual2",2,98,"R_V6_ROI",183,"Visual2-02_R-Ctx",100,0,255,255,"R","Visual2",2,98,"R_V6_ROI",-0.0322318258276604,-0.265423947969315,0.790872120528581,0.928056121457897,NA,0.694003592882616,0.210516553883208,0.676853247411148,0.216298836216857
184,184,"Visual2-03_R-Ctx",100,0,255,255,"R","Visual2",2,99,"R_V2_ROI",184,"Visual2-03_R-Ctx",100,0,255,255,"R","Visual2",2,99,"R_V2_ROI",-0.110157571913767,-0.956821108093114,0.339457265773096,0.632826338804153,NA,0.277823588396837,0.118270802786109,0.256758889677746,0.113326903849278
185,185,"Visual2-04_R-Ctx",100,0,255,255,"R","Visual2",2,100,"R_V3_ROI",185,"Visual2-04_R-Ctx",100,0,255,255,"R","Visual2",2,100,"R_V3_ROI",0.133640735415028,1.1317202875063,0.258690228911994,0.540072583167145,NA,0.333780616627654,0.139592436076606,0.341101119812237,0.142591728648087
186,186,"Visual2-05_R-Ctx",100,0,255,255,"R","Visual2",2,101,"R_V4_ROI",186,"Visual2-05_R-Ctx",100,0,255,255,"R","Visual2",2,101,"R_V4_ROI",0.370225682594409,3.12842268110499,0.00193692888670124,0.0271170044138173,0.370225682594409,0.453968491983443,0.177870848158883,0.496724016204924,0.18918845971134
187,187,"Visual2-06_R-Ctx",100,0,255,255,"R","Visual2",2,102,"R_V8_ROI",187,"Visual2-06_R-Ctx",100,0,255,255,"R","Visual2",2,102,"R_V8_ROI",0.334314918682532,2.60975729883023,0.00953267734499025,0.0791433909805005,NA,0.691686104325404,0.232525040987007,0.745587473044193,0.266918737737187
188,188,"Somatomotor-01_R-Ctx",0,255,255,255,"R","Somatomotor",3,172,"R_4_ROI",188,"Somatomotor-01_R-Ctx",0,255,255,255,"R","Somatomotor",3,172,"R_4_ROI",-0.42771038654698,-3.90444959709737,0.000117606619993208,0.00441953298290267,-0.42771038654698,0.298104206794007,0.120292614793786,0.24435938750304,0.101197810642652
189,189,"Somatomotor-02_R-Ctx",0,255,255,255,"R","Somatomotor",3,173,"R_3b_ROI",189,"Somatomotor-02_R-Ctx",0,255,255,255,"R","Somatomotor",3,173,"R_3b_ROI",-0.0134380321924828,-0.107852826499128,0.914187275439263,0.971323980154217,NA,0.361484881127587,0.123678130520227,0.356056512475611,0.130266981225763
190,190,"Cingulo-Opercular-01_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,247,"R_FEF_ROI",190,"Cingulo-Opercular-01_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,247,"R_FEF_ROI",-0.0168483309263753,-0.140497750474797,0.888364602793854,0.958145508149262,NA,0.488909581725838,0.156149000917096,0.476512801175092,0.158767672490569
191,191,"Cingulo-Opercular-02_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,248,"R_PEF_ROI",191,"Cingulo-Opercular-02_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,248,"R_PEF_ROI",-0.075567514514819,-0.659589377880266,0.510042639738143,0.773185657692217,NA,0.7580849645272,0.240584676835779,0.727262255978783,0.22112124137783
192,192,"Language-01_R-Ctx",0,155,155,255,"R","Language",6,376,"R_55b_ROI",192,"Language-01_R-Ctx",0,155,155,255,"R","Language",6,376,"R_55b_ROI",-0.0903913105853572,-0.773044918876906,0.440127597282282,0.719110078854804,NA,0.474025658718613,0.163948338965851,0.456693827934622,0.160577435453629
193,193,"Visual2-07_R-Ctx",100,0,255,255,"R","Visual2",2,103,"R_V3A_ROI",193,"Visual2-07_R-Ctx",100,0,255,255,"R","Visual2",2,103,"R_V3A_ROI",-0.0620366570133612,-0.543613204353878,0.58712675580012,0.830115848794626,NA,0.759409915528174,0.223164277254608,0.720703976423406,0.222113754216471
194,194,"Frontoparietal-01_R-Ctx",255,255,0,255,"R","Frontoparietal",7,421,"R_RSC_ROI",194,"Frontoparietal-01_R-Ctx",255,255,0,255,"R","Frontoparietal",7,421,"R_RSC_ROI",-0.238372311333116,-2.04159182835372,0.0420999611468647,0.197759028018825,NA,0.518226647764694,0.144625389801698,0.470818974678176,0.145515830999523
195,195,"Frontoparietal-02_R-Ctx",255,255,0,255,"R","Frontoparietal",7,422,"R_POS2_ROI",195,"Frontoparietal-02_R-Ctx",255,255,0,255,"R","Frontoparietal",7,422,"R_POS2_ROI",-0.430131885901922,-3.695452454787,0.00026251298881056,0.00870232782009922,-0.430131885901922,0.67441181980859,0.193364731689521,0.581487465398756,0.184842150981232
196,196,"Visual2-08_R-Ctx",100,0,255,255,"R","Visual2",2,104,"R_V7_ROI",196,"Visual2-08_R-Ctx",100,0,255,255,"R","Visual2",2,104,"R_V7_ROI",0.507059650967757,4.16917649186589,4.04463065569164e-05,0.00192524419210922,0.507059650967757,0.930604762018829,0.261621126585978,1.02676424821404,0.293386175084654
197,197,"Visual2-09_R-Ctx",100,0,255,255,"R","Visual2",2,105,"R_IPS1_ROI",197,"Visual2-09_R-Ctx",100,0,255,255,"R","Visual2",2,105,"R_IPS1_ROI",0.265729654799137,2.16249391641264,0.0314003520614353,0.171975160916373,NA,0.769590617006808,0.227213018018891,0.809138295895567,0.253557868841838
198,198,"Visual2-10_R-Ctx",100,0,255,255,"R","Visual2",2,106,"R_FFC_ROI",198,"Visual2-10_R-Ctx",100,0,255,255,"R","Visual2",2,106,"R_FFC_ROI",0.295111683351719,2.33252388504331,0.0203597025795995,0.135073577359611,NA,0.339866762017255,0.151537384643844,0.368816921110326,0.170052084545228
199,199,"Visual2-11_R-Ctx",100,0,255,255,"R","Visual2",2,107,"R_V3B_ROI",199,"Visual2-11_R-Ctx",100,0,255,255,"R","Visual2",2,107,"R_V3B_ROI",0.0914446517013479,0.759845836161907,0.447966128912989,0.728582724473518,NA,1.03854004461331,0.258758992272182,1.03359083459169,0.277230112374348
200,200,"Visual2-12_R-Ctx",100,0,255,255,"R","Visual2",2,108,"R_LO1_ROI",200,"Visual2-12_R-Ctx",100,0,255,255,"R","Visual2",2,108,"R_LO1_ROI",0.394706529532976,3.25223342214748,0.00128068227559589,0.0213205429861665,0.394706529532976,0.912059192247473,0.287138955392786,0.989092017434277,0.312378490209763
201,201,"Visual2-13_R-Ctx",100,0,255,255,"R","Visual2",2,109,"R_LO2_ROI",201,"Visual2-13_R-Ctx",100,0,255,255,"R","Visual2",2,109,"R_LO2_ROI",0.0914266078227952,0.752716166361355,0.452233172379541,0.733851102452255,NA,0.80191511095218,0.285531716997391,0.796650843432946,0.307616451213614
202,202,"Visual2-14_R-Ctx",100,0,255,255,"R","Visual2",2,110,"R_PIT_ROI",202,"Visual2-14_R-Ctx",100,0,255,255,"R","Visual2",2,110,"R_PIT_ROI",0.116648453079143,0.940578330442045,0.347706496163516,0.636015553393665,NA,0.576727668875126,0.222878906968362,0.584489197158639,0.240878038384847
203,203,"Visual2-15_R-Ctx",100,0,255,255,"R","Visual2",2,111,"R_MT_ROI",203,"Visual2-15_R-Ctx",100,0,255,255,"R","Visual2",2,111,"R_MT_ROI",0.103213687553364,0.826529412216401,0.409185698946556,0.695615688209145,NA,0.785220816642693,0.268929998499193,0.794351619516872,0.28991151115432
204,204,"Auditory-01_R-Ctx",250,62,251,255,"R","Auditory",8,505,"R_A1_ROI",204,"Auditory-01_R-Ctx",250,62,251,255,"R","Auditory",8,505,"R_A1_ROI",0.00686528630397846,0.0558977480210482,0.955461889430513,0.980172110708888,NA,0.654935661508172,0.197703684124246,0.652199042948885,0.204402777603239
205,205,"Cingulo-Opercular-03_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,249,"R_PSL_ROI",205,"Cingulo-Opercular-03_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,249,"R_PSL_ROI",-0.153086378118613,-1.29520681407815,0.196282576503831,0.45799267850894,NA,0.530925752056262,0.171562134805572,0.496616590404877,0.167621292319284
206,206,"Language-02_R-Ctx",0,155,155,255,"R","Language",6,377,"R_SFL_ROI",206,"Language-02_R-Ctx",0,155,155,255,"R","Language",6,377,"R_SFL_ROI",-0.138091785382301,-1.17041295085223,0.242799051941757,0.525060002381722,NA,0.468765728919076,0.162499317351282,0.444703676823382,0.154731082412712
207,207,"Posterior-Multimodal-01_R-Ctx",177,89,40,255,"R","Posterior-Multimodal",10,655,"R_PCV_ROI",207,"Posterior-Multimodal-01_R-Ctx",177,89,40,255,"R","Posterior-Multimodal",10,655,"R_PCV_ROI",-0.189639183833456,-1.61564488322585,0.107262225385455,0.312592771123326,NA,0.628367867167239,0.190272108001509,0.587348204510629,0.185277602837621
208,208,"Posterior-Multimodal-02_R-Ctx",177,89,40,255,"R","Posterior-Multimodal",10,656,"R_STV_ROI",208,"Posterior-Multimodal-02_R-Ctx",177,89,40,255,"R","Posterior-Multimodal",10,656,"R_STV_ROI",-0.188077603415517,-1.55535000947739,0.120957117193737,0.337356959673156,NA,0.622190090917869,0.200296282656127,0.577390498134303,0.203348587436703
209,209,"Frontoparietal-03_R-Ctx",255,255,0,255,"R","Frontoparietal",7,423,"R_7Pm_ROI",209,"Frontoparietal-03_R-Ctx",255,255,0,255,"R","Frontoparietal",7,423,"R_7Pm_ROI",-0.225797932817008,-1.93444669483896,0.0540341457651845,0.220580510575276,NA,0.734011506607951,0.207290867163021,0.676263917572858,0.199527690441056
210,210,"Default-01_R-Ctx",255,0,0,255,"R","Default",9,583,"R_7m_ROI",210,"Default-01_R-Ctx",255,0,0,255,"R","Default",9,583,"R_7m_ROI",-0.11539427783184,-0.9330055336009,0.35159593577481,0.636883829200974,NA,0.878448539825058,0.218269675165569,0.833984814523069,0.235612014682667
211,211,"Default-02_R-Ctx",255,0,0,255,"R","Default",9,584,"R_POS1_ROI",211,"Default-02_R-Ctx",255,0,0,255,"R","Default",9,584,"R_POS1_ROI",-0.287831187172264,-2.67817571259226,0.00782610704878777,0.067323378708849,NA,0.818688985418686,0.247546905256277,0.728806099923087,0.213297157009596
212,212,"Default-03_R-Ctx",255,0,0,255,"R","Default",9,585,"R_23d_ROI",212,"Default-03_R-Ctx",255,0,0,255,"R","Default",9,585,"R_23d_ROI",-0.192607191561654,-1.6312112578265,0.10393497221148,0.307999241723692,NA,0.631550895330731,0.174931150392121,0.5963727333544,0.168787824731105
213,213,"Default-04_R-Ctx",255,0,0,255,"R","Default",9,586,"R_v23ab_ROI",213,"Default-04_R-Ctx",255,0,0,255,"R","Default",9,586,"R_v23ab_ROI",-0.15519054575637,-1.34588844287902,0.179393342405296,0.431869360152207,NA,1.1351484903074,0.258665278063761,1.07376258310477,0.248333094232513
214,214,"Default-05_R-Ctx",255,0,0,255,"R","Default",9,587,"R_d23ab_ROI",214,"Default-05_R-Ctx",255,0,0,255,"R","Default",9,587,"R_d23ab_ROI",-0.164447622896948,-1.44515395590052,0.149498064096517,0.383962653830624,NA,1.01217238551278,0.244122214334526,0.955934575893109,0.225530205315647
215,215,"Default-06_R-Ctx",255,0,0,255,"R","Default",9,588,"R_31pv_ROI",215,"Default-06_R-Ctx",255,0,0,255,"R","Default",9,588,"R_31pv_ROI",-0.274570585346216,-2.2976644747284,0.0222952885208076,0.139762248798298,NA,1.03100886183819,0.225788223375916,0.9464111012594,0.235734579419889
216,216,"Somatomotor-03_R-Ctx",0,255,255,255,"R","Somatomotor",3,174,"R_5m_ROI",216,"Somatomotor-03_R-Ctx",0,255,255,255,"R","Somatomotor",3,174,"R_5m_ROI",0.0244761656370828,0.191305688778457,0.848420436453354,0.941958082955207,NA,0.53913327388369,0.185170260120214,0.542618964815863,0.205796919487035
217,217,"Cingulo-Opercular-04_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,274,"R_5mv_ROI",217,"Cingulo-Opercular-04_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,274,"R_5mv_ROI",0.0866435844188537,0.738250608490703,0.460961238121119,0.736584229469583,NA,0.533246752521498,0.162765309093051,0.53537843334163,0.161967007563917
